GPSpt,Date,ShrCover1,GrassCover1,TreeCover1,SH1,SH2,SH3,SH4,SH5,GH1,GH2,GH3,GH4,GH5,ShrCover2,GrassCover2,TreeCover2,SH6,SH7,SH8,SH9,SH10,GH6,GH7,GH8,GH9,GH10,ShrCover3,GrassCover3,TreeCover3,SH11,SH12,SH13,SH14,SH15,GH11,GH12,GH13,GH14,GH15,Buildings,Notes
292,20150305,21,42,18,0.4,,2.9,2.8,2.8,ankle,ankle,ankle,ankle,ankle,2,51,14,1,,,,,ankle,ankle,ankle,knee,knee,4,39,0,1.4,0.9,,,1.3,ankle,ankle,ankle,ankle,ankle,0,
293,20150305,56,39,24,2.6,2.9,0.9,1.8,2.3,ankle,shin,shin,shin,ankle,11,41,0,2.1,2.5,1.9,1.7,,ankle,ankle,ankle,ankle,knee,9,37,9,1.4,2.5,,,,ankle,ankle,ankle,ankle,knee,0,
294,20150305,3,47,84,,,,1.3,,shin,shin,ankle,ankle,ankle,35,42,24,2.4,2.2,2.4,1.7,1.7,ankle,shin,shin,ankle,ankle,25,52,39,2.5,2.7,2.5,2.2,2.5,shin,shin,ankle,shin,ankle,0,
295,20150305,45,34,0,2.6,3.2,3.4,2.5,2.2,ankle,ankle,ankle,shin,ankle,59,29,23,2.4,2.8,2.6,3.2,2.7,ankle,ankle,ankle,ankle,ankle,37,31,74,2.3,2,2.8,2.8,1.3,ankle,shin,shin,shin,shin,0,
296,20150305,27,29,54,,2.6,2.4,2.2,2.6,ankle,ankle,ankle,ankle,ankle,52,27,49,2.6,2.4,3.5,3.3,2.9,ankle,ankle,ankle,ankle,ankle,36,30,51,2.9,1.7,1.4,2.7,1.6,ankle,ankle,ankle,ankle,ankle,0,
297,20150305,92,18,0,2.6,2.2,2.4,2.3,2.3,ankle,ankle,ankle,ankle,ankle,47,34,67,1.3,2.4,2.9,2.7,2.2,ankle,ankle,shin,ankle,ankle,29,39,74,2.3,1.7,1.7,2.2,1.6,ankle,ankle,ankle,ankle,ankle,0,
298,20150305,18,68,19,2.9,,3,,,ankle,ankle,ankle,shin,ankle,92,59,8,2.6,2.6,2.6,2.6,2.6,ankle,ankle,ankle,ankle,ankle,84,66,7,2.4,2.4,2.3,2.3,2.4,ankle,shin,ankle,shin,ankle,0,
304,20150216,7,87,44,,0.5,0.8,2.1,,knee,knee,knee,knee,knee,17,84,9,2.4,1.7,0.8,0.9,1.7,knee,knee,knee,knee,knee,59,89,11,2.5,2.7,2.5,2.7,1.6,knee,knee,knee,knee,knee,0,
305,20150216,0,100,18,,,,,,waist,waist,waist,waist,waist,30,87,24,3.4,2.9,2.7,,,knee,knee,waist,waist,waist,0,93,72,,,,,,knee,waist,waist,waist,waist,0,
308,20150306,18,94,1,1.2,2.4,1.6,1.5,0.9,waist,waist,knee,waist,knee,44,68,36,1.2,1.6,1.8,2.4,1.6,waist,waist,shin,shin,shin,74,49,54,2.5,2.7,2.2,2.6,1.9,shin,shin,shin,shin,shin,0,
309,20150306,21,78,0,1.9,1.7,1.3,2.4,1.3,shin,shin,shin,shin,shin,3,92,37,,,,0.3,,knee,shin,knee,knee,shin,11,100,0,,,2.4,,1.9,shin,shin,shin,shin,shin,0,
310,20150306,37,79,6,,,0.3,1.4,1.4,shin,shin,knee,shin,shin,21,64,25,,,2.5,2.2,,shin,shin,knee,knee,shin,16,76,27,,0.5,0.7,2.1,,ankle,shin,shin,shin,shin,0,
311,20150306,11,77,0,,1,,1.2,1.2,shin,shin,shin,knee,shin,4,76,0,,,0.3,,,shin,shin,shin,shin,shin,17,80,3,3.1,0.3,0.2,,,shin,shin,knee,shin,shin,0,
315,20150216,11,78,0,1.5,1.3,1.2,1.4,1.2,knee,knee,knee,knee,knee,29,74,7,1,1.1,1,1.3,0.9,knee,knee,knee,knee,knee,13,81,0,1,1,1.5,0.9,0.8,knee,knee,knee,knee,knee,0,
316,20150216,36,76,0,1.3,0.9,1.4,1.4,1.4,knee,knee,knee,knee,knee,29,73,0,1.1,1.3,1.1,1,1.3,knee,knee,knee,knee,knee,17,77,4,1.6,1,1,0.7,1.3,shin,knee,knee,shin,knee,0,
317,20150216,21,60,0,1.3,1.9,1.4,1.2,2,shin,shin,shin,knee,shin,3,67,0,,,,,,knee,knee,shin,shin,knee,4,74,4,,,,,,knee,knee,knee,shin,knee,0,
318,20150216,0,100,6,,,,,,waist,chest,waist,waist,waist,0,100,0,,,,,,chest,chest,waist,chest,chest,6,100,29,0.9,0.4,,0.9,1,chest,chest,waist,chest,chest,0,
319,20150216,24,78,19,,3.5,0.7,1.2,1.2,shin,shin,knee,shin,shin,31,67,0,1.3,1.2,1.9,1.6,1.4,knee,knee,shin,shin,knee,40,64,61,3.5,2.9,2.9,2.7,2.7,shin,shin,shin,shin,shin,0,
320,20150216,84,49,0,2.3,2.2,2.4,2.3,2.3,shin,shin,shin,shin,shin,79,55,0,1.7,2.3,1.7,1.7,1.5,shin,shin,shin,shin,shin,87,48,0,1.9,2.3,1.9,1.9,1.8,shin,shin,knee,shin,shin,0,
321,20150216,29,84,0,1.1,1.7,1.9,2,2,shin,shin,knee,shin,shin,59,54,12,2,1.7,1.7,1.4,2,knee,knee,shin,shin,knee,24,73,0,1.2,1.2,0.9,1.4,1.6,shin,shin,shin,shin,shin,0,
322,20150306,27,89,38,1.8,1.6,1.7,,,waist,waist,knee,waist,waist,12,93,25,2.3,1.3,1.3,,,waist,waist,waist,waist,waist,43,89,9,2.5,3.2,,,2.9,waist,waist,waist,waist,waist,0,
323,20150306,16,89,19,0.7,0.4,0.3,1.9,1.7,knee,knee,waist,knee,knee,13,88,15,0.3,1.2,1,1.2,,knee,knee,knee,knee,knee,18,88,21,3.2,0.9,, ,0.8,knee,knee,waist,knee,knee,0,
324,20150306,3,46,0,,0.5,,,,knee,ankle,shin,shin,shin,17,39,17,0.3,0.2,1.7,1.5,1.3,shin,shin,shin,shin,shin,21,59,11,0.2,2.3,1.6,1.6,1.2,shin,shin,knee,knee,knee,0,
325,20150306,3,94,10,2.6,,0.3,,,knee,knee,knee,knee,knee,12,86,25,2,2.3,1.9,,2,knee,shin,shin,knee,knee,7,88,6,2.2,2,1.9, ,,knee,knee,shin,shin,knee,0,
326,20150306,3,89,12,0.6,0.3,1.2,0.9,0.7,knee,knee,shin,knee,knee,1,76,0,0.2,0.2,,2.4,,waist,knee,knee,knee,knee,3,94,89,,,,,,knee,knee,knee,knee,knee,0,
327,20150306,0,94,29,,,,,,knee,knee,knee,knee,knee,1,96,32,,,,0.9,,knee,knee,waist,knee,knee,0,99,0,,,,,,knee,knee,waist,waist,knee,0,
328,20150307,7,88,0,,,,1.3,,knee,knee,knee,knee,knee,9,92,0,0.4,,,0.5,2.5,shin,knee,shin,shin,shin,0,59,0,,,,,,shin,,ankle,ankle,ankle,5,
